姓名,性别,年龄,婚姻状况,受教育程度,人生阶段,是否有车,通勤距离,通勤方式,职业,家庭编号,预期行为,行为时间,回家时间,house_ue_id,AGE,SEX,IDENTITY_ID,id,age_type
徐珊,女,19,未婚,小学及以下,上班族,无车,15-30分钟,驾车,交通运输/仓储/邮政,1505,去工作地,7时59分,18时27分,YSHY_2_1_015F_01,19,女性,9f2322ac-3205-463f-9125-ba853cdeaaf3,9f2322ac-3205-463f-9125-ba853cdeaaf3,teenager
罗航,男,57,已婚,初中,上班族,无车,15分钟内,公共交通,教育,72,去工作地,7时58分,19时14分,YSHY_10_1_022F_03,57,男性,5f34da41-800d-4674-90ee-aa0bb5f9fbca,5f34da41-800d-4674-90ee-aa0bb5f9fbca,old
曾嫣斯,女,20,未婚,初中,上班族,有车,30-60分钟,公共交通,教育,1506,去工作地,7时48分,18时37分,YSHY_7_1_016F_02,20,女性,026206f2-49a4-4c56-a84a-b038f4a2f92b,026206f2-49a4-4c56-a84a-b038f4a2f92b,teenager
梁凛,男,39,未婚,初中,上班族,有车,15分钟内,其他,制造业,1507,去工作地,7时18分,17时44分,YSHY_3_1_020F_03,39,男性,b6b1791c-5578-4c1e-80cd-e8f17c6fa529,b6b1791c-5578-4c1e-80cd-e8f17c6fa529,teenager
丁玲,女,67,已婚,初中,退休,有车,15分钟内,驾车,金融,270,去小区商场,10时40分,16时9分,YSHY_3_1_008F_04,67,女性,1ff06f6f-7349-4391-9648-523e367d1382,1ff06f6f-7349-4391-9648-523e367d1382,old
于琴,女,51,未婚,初中,上班族,有车,15-30分钟,驾车,科研,1508,去工作地,7时57分,18时5分,YSHY_13_1_021F_04,51,女性,a2d8ec4d-d394-456c-969a-4fcb5b1aa8fd,a2d8ec4d-d394-456c-969a-4fcb5b1aa8fd,middle-aged
彭红,女,12,未婚,小学及以下,未成年学生,无车,15分钟内,驾车,学生,801,去学校,7时32分,16时55分,YSHY_6_1_017F_02,12,女性,8aab05f9-dd9a-4bf2-9806-5bc14b2e743c,8aab05f9-dd9a-4bf2-9806-5bc14b2e743c,child
李琳,女,51,已婚,小学及以下,上班族,有车,15分钟内,驾车,制造业,165,去工作地,7时49分,18时16分,YSHY_7_1_014F_03,51,女性,3e54ced2-0e65-4bf5-8b52-2d50803ba301,3e54ced2-0e65-4bf5-8b52-2d50803ba301,middle-aged
吕涛豪,男,41,未婚,小学及以下,上班族,有车,15-30分钟,驾车,建筑,1509,去工作地,7时36分,18时14分,YSHY_2_1_024F_04,41,男性,1e451cf5-f2e8-4b5d-9697-fcab5c93b705,1e451cf5-f2e8-4b5d-9697-fcab5c93b705,middle-aged
沈琳敏,女,57,未婚,初中,上班族,无车,30-60分钟,驾车,建筑,1510,去工作地,7时36分,18时42分,YSHY_9_1_024F_04,57,女性,a88e2875-80b5-4098-9579-01853efa3fab,a88e2875-80b5-4098-9579-01853efa3fab,old
沈建洋,男,22,未婚,初中,上班族,无车,15分钟内,驾车,教育,1511,去工作地,7时27分,18时31分,YSHY_1_1_019F_03,22,男性,8ee0081e-3b6e-4df5-938a-ff63eb197732,8ee0081e-3b6e-4df5-938a-ff63eb197732,teenager
丁华,男,22,已婚,小学及以下,上班族,无车,60分钟以上,驾车,房地产,73,去工作地,7时43分,18时19分,YSHY_6_1_016F_03,22,男性,c728d4d6-4c56-4f1b-a478-eb2094e765e1,c728d4d6-4c56-4f1b-a478-eb2094e765e1,teenager
曾珺,女,79,未婚,小学及以下,上班族,有车,30-60分钟,驾车,社会保障/公共管理,787,去工作地,7时42分,17时57分,YSHY_12_1_013F_04,79,女性,138f8fdb-7c75-4e19-8a2b-536499bc5207,138f8fdb-7c75-4e19-8a2b-536499bc5207,old
张娟,女,37,未婚,大专,上班族,无车,15-30分钟,驾车,租赁/商务服务,811,去工作地,7时33分,19时21分,YSHY_9_1_003F_02,37,女性,e6b9fa78-d2ae-4120-903e-3497f2b29043,e6b9fa78-d2ae-4120-903e-3497f2b29043,teenager
彭媛青,女,31,未婚,小学及以下,上班族,有车,15分钟内,公共交通,教育,419,去工作地,7时45分,18时22分,YSHY_6_1_025F_01,31,女性,69a1e4d1-ff6c-46fc-96a8-37ab10d91962,69a1e4d1-ff6c-46fc-96a8-37ab10d91962,teenager
程志健,男,39,已婚,小学及以下,上班族,有车,15分钟内,驾车,社会保障/公共管理,74,去工作地,7时32分,18时31分,YSHY_4_1_026F_01,39,男性,8495e957-4212-4f3b-a16a-351e25065a4b,8495e957-4212-4f3b-a16a-351e25065a4b,teenager
孙博舟,男,20,未婚,高中,大学生,无车,15-30分钟,公共交通,大学生,1512,去学校,8时9分,13时18分,YSHY_3_1_021F_04,20,男性,41f9d52f-0bb1-4b01-aa08-e3eea3aea782,41f9d52f-0bb1-4b01-aa08-e3eea3aea782,teenager
蔡琴,女,55,未婚,小学及以下,退休,无车,15分钟内,驾车,信息/软件技术,1513,去小区商场,9时26分,14时49分,YSHY_5_1_009F_03,55,女性,8a5ac578-35ab-4bc2-9695-ec39addd9daf,8a5ac578-35ab-4bc2-9695-ec39addd9daf,old
袁馨,女,25,已婚,大专,自由职业,有车,30-60分钟,驾车,建筑,1124,去小区公共场所,11时34分,14时56分,YSHY_3_1_030F_03,25,女性,97067dba-e153-4e2d-b2e6-05648783806b,97067dba-e153-4e2d-b2e6-05648783806b,teenager
朱平,男,64,未婚,小学及以下,退休,有车,15分钟内,驾车,制造业,1514,去小区商场,11时1分,16时1分,YSHY_11_1_026F_04,64,男性,a33e8bd1-708e-43ec-ac27-aad551598da8,a33e8bd1-708e-43ec-ac27-aad551598da8,old
黄娜,女,20,已婚,小学及以下,自由职业,有车,15-30分钟,公共交通,制造业,1261,去小区公共场所,11时54分,13时21分,YSHY_12_1_022F_01,20,女性,6d3480e4-affe-4af6-8cba-9dfa868e3e0e,6d3480e4-affe-4af6-8cba-9dfa868e3e0e,teenager
胡莎美,女,5,未婚,小学及以下,未成年学生,无车,15-30分钟,公共交通,学生,336,去学校,7时29分,15时59分,YSHY_13_1_024F_03,5,女性,a5ec69ae-1498-496e-819d-052bde3c706a,a5ec69ae-1498-496e-819d-052bde3c706a,child
魏芳敏,女,56,未婚,小学及以下,退休,有车,15分钟内,公共交通,制造业,1515,去小区商场,10时52分,15时46分,YSHY_3_1_031F_03,56,女性,dbbb7c39-0620-4020-a6a1-5e182291e5c7,dbbb7c39-0620-4020-a6a1-5e182291e5c7,old
刘倩雪,女,28,未婚,小学及以下,上班族,有车,15-30分钟,驾车,金融,1516,去工作地,7时15分,17时16分,YSHY_9_1_023F_02,28,女性,b3c811bd-7bcd-4112-97d5-af219d32f09a,b3c811bd-7bcd-4112-97d5-af219d32f09a,teenager
邓珊慧,女,7,未婚,小学及以下,未成年学生,无车,15-30分钟,驾车,学生,1100,去学校,7时30分,16时2分,YSHY_3_1_026F_01,7,女性,5de9c2de-146c-4624-8247-97ff19c49b33,5de9c2de-146c-4624-8247-97ff19c49b33,child
余璐,女,5,未婚,小学及以下,未成年学生,无车,30-60分钟,驾车,学生,925,去学校,7时34分,15时59分,YSHY_1_1_003F_03,5,女性,0cf6966a-48f0-468f-97ed-5de3155966f2,0cf6966a-48f0-468f-97ed-5de3155966f2,child
程洋,男,36,未婚,大专,上班族,有车,15-30分钟,公共交通,教育,1517,去工作地,7时18分,18时29分,YSHY_6_1_004F_04,36,男性,33ec1a76-e816-4ccd-84d7-b3363bd9a69d,33ec1a76-e816-4ccd-84d7-b3363bd9a69d,teenager
李莉,女,12,未婚,小学及以下,未成年学生,无车,15分钟内,驾车,学生,790,去学校,7时38分,16时59分,YSHY_13_1_007F_01,12,女性,5d8f5141-3402-4595-b05c-f207e5f35953,5d8f5141-3402-4595-b05c-f207e5f35953,child
于博勋,男,10,未婚,小学及以下,未成年学生,无车,15-30分钟,驾车,学生,581,去学校,7时30分,16时57分,YSHY_5_1_026F_03,10,男性,12d0bf39-c841-4508-95b2-5d8a3a3db1b5,12d0bf39-c841-4508-95b2-5d8a3a3db1b5,child
曾武斌,男,46,已婚,小学及以下,上班族,有车,15-30分钟,公共交通,制造业,75,去工作地,7时17分,18时8分,YSHY_3_1_027F_04,46,男性,32cf21ab-69d6-4b28-be40-ade334e0c728,32cf21ab-69d6-4b28-be40-ade334e0c728,middle-aged
潘雅,女,46,未婚,本科,上班族,有车,15分钟内,公共交通,制造业,1518,去工作地,7时27分,18时31分,YSHY_2_1_020F_03,46,女性,ce09ea2a-e429-4385-9d6b-0043dd8f9f26,ce09ea2a-e429-4385-9d6b-0043dd8f9f26,middle-aged
邓建,男,65,未婚,小学及以下,退休,有车,15分钟内,驾车,房地产,1519,去小区商场,10时49分,15时46分,YSHY_3_1_028F_04,65,男性,ae37112d-4f94-4a79-b800-290609a9d828,ae37112d-4f94-4a79-b800-290609a9d828,old
袁凛,男,37,已婚,小学及以下,上班族,无车,15-30分钟,驾车,建筑,76,去工作地,7时41分,19时16分,YSHY_1_1_020F_01,37,男性,b9865af2-fce8-4d1c-bf1e-8839bb3a075d,b9865af2-fce8-4d1c-bf1e-8839bb3a075d,teenager
程艳,女,0,未婚,小学及以下,未成年学生,无车,15分钟内,步行,无,671,去学校,7时31分,16时2分,YSHY_3_1_007F_04,0,女性,27da707e-d296-434c-b524-fd3f0a347a21,27da707e-d296-434c-b524-fd3f0a347a21,old
李妍,女,75,已婚,小学及以下,退休,无车,15分钟内,驾车,制造业,579,去小区商场,10时11分,15时8分,YSHY_11_1_027F_01,75,女性,e5c6cf80-a628-40c5-b0b3-6aceabfef10e,e5c6cf80-a628-40c5-b0b3-6aceabfef10e,old
陈钊,男,54,未婚,小学及以下,上班族,无车,15分钟内,驾车,社会保障/公共管理,1421,去工作地,8时10分,18时20分,YSHY_10_1_014F_01,54,男性,eff014a3-2a9b-458a-9688-b087a4e10b82,eff014a3-2a9b-458a-9688-b087a4e10b82,middle-aged
叶博刚,男,59,未婚,初中,上班族,无车,30-60分钟,驾车,教育,1520,去工作地,7时20分,19时16分,YSHY_7_1_003F_02,59,男性,7a6dc53c-624f-4734-9135-864c8f61e703,7a6dc53c-624f-4734-9135-864c8f61e703,old
魏艳,女,14,未婚,小学及以下,未成年学生,无车,60分钟以上,驾车,学生,393,去学校,7时37分,17时32分,YSHY_9_1_016F_04,14,女性,8ad9619d-45f3-4aef-a158-fcd1fbffc7a2,8ad9619d-45f3-4aef-a158-fcd1fbffc7a2,child
叶佳秀,女,18,未婚,小学及以下,上班族,有车,15-30分钟,驾车,文化/体育/娱乐,1521,去工作地,7时31分,18时41分,YSHY_10_1_024F_03,18,女性,2c0e4d39-6b19-498e-bb99-748a0be4702c,2c0e4d39-6b19-498e-bb99-748a0be4702c,child
梁飞杰,男,61,未婚,小学及以下,上班族,无车,15分钟内,公共交通,建筑,1522,去工作地,7时32分,18时33分,YSHY_4_1_002F_03,61,男性,b2231338-c809-4c2f-b96a-bc454cd42637,b2231338-c809-4c2f-b96a-bc454cd42637,old
陈敏琳,女,47,未婚,小学及以下,上班族,无车,15分钟内,驾车,制造业,1523,去工作地,7时7分,18时50分,YSHY_13_1_004F_04,47,女性,813435b7-a0a9-4b73-9347-76df3b046eef,813435b7-a0a9-4b73-9347-76df3b046eef,middle-aged
陈婷艳,女,49,已婚,小学及以下,上班族,有车,15-30分钟,驾车,社会保障/公共管理,616,去工作地,7时21分,18时13分,YSHY_11_1_018F_03,49,女性,668392d8-a37d-49c2-bdd0-e076fab2c99f,668392d8-a37d-49c2-bdd0-e076fab2c99f,middle-aged
杨立,男,51,未婚,高中,上班族,无车,15分钟内,驾车,社会保障/公共管理,1524,去工作地,7时58分,18时9分,YSHY_13_1_028F_03,51,男性,7641e949-2c22-4bd5-abfd-56fdab1d8184,7641e949-2c22-4bd5-abfd-56fdab1d8184,middle-aged
蔡敏敏,女,39,已婚,大专,上班族,无车,15-30分钟,公共交通,制造业,238,去工作地,7时32分,17时42分,YSHY_12_1_014F_02,39,女性,dc3ba46d-8a66-43d4-ac37-0b6f610e750a,dc3ba46d-8a66-43d4-ac37-0b6f610e750a,teenager
丁洋,男,46,未婚,小学及以下,上班族,无车,15分钟内,公共交通,制造业,1525,去工作地,7时51分,17时34分,YSHY_3_1_005F_04,46,男性,1dac6cd6-373c-48bc-81a9-3516609bcf50,1dac6cd6-373c-48bc-81a9-3516609bcf50,middle-aged
林嫣唯,女,42,已婚,小学及以下,上班族,有车,15分钟内,公共交通,交通运输/仓储/邮政,712,去工作地,7时11分,18时35分,YSHY_2_1_017F_01,42,女性,47e6c95f-f8af-4554-9230-785fc283b12c,47e6c95f-f8af-4554-9230-785fc283b12c,middle-aged
曹纯,女,58,已婚,初中,退休,有车,15分钟内,驾车,文化/体育/娱乐,166,去小区商场,10时41分,15时31分,YSHY_9_1_013F_03,58,女性,85b2a198-27f8-4511-ad59-3b7f275bca16,85b2a198-27f8-4511-ad59-3b7f275bca16,old
肖飞,男,6,未婚,小学及以下,未成年学生,无车,15-30分钟,驾车,学生,1169,去学校,7时33分,15时59分,YSHY_1_1_005F_03,6,男性,87463c14-1c6c-4765-8ba3-06e27f45abb0,87463c14-1c6c-4765-8ba3-06e27f45abb0,child
于美斯,女,49,未婚,小学及以下,上班族,有车,15分钟内,驾车,批发和零售,1526,去工作地,7时58分,18时5分,YSHY_7_1_015F_04,49,女性,c9b49ef7-4826-4622-86c4-d4d73517019c,c9b49ef7-4826-4622-86c4-d4d73517019c,middle-aged
沈斯佳,女,47,未婚,初中,上班族,有车,15分钟内,驾车,信息/软件技术,1307,去工作地,7时36分,18时30分,YSHY_5_1_029F_02,47,女性,f110a694-ed7a-471b-aa95-d2edd43a0ae2,f110a694-ed7a-471b-aa95-d2edd43a0ae2,middle-aged
肖健,男,34,未婚,小学及以下,上班族,有车,15-30分钟,驾车,自然资源,1527,去工作地,8时12分,19时1分,YSHY_1_1_003F_01,34,男性,37d25d4b-0fb0-4a12-97ec-4024ea7d2d04,37d25d4b-0fb0-4a12-97ec-4024ea7d2d04,teenager
宋美,女,65,已婚,高中,上班族,无车,30-60分钟,驾车,租赁/商务服务,347,去工作地,7时21分,18时22分,YSHY_3_1_004F_02,65,女性,dac9192a-8d5d-44df-af51-6333d0a24287,dac9192a-8d5d-44df-af51-6333d0a24287,old
赵珺倩,女,8,未婚,小学及以下,未成年学生,无车,15-30分钟,驾车,学生,848,去学校,7时26分,15时59分,YSHY_2_1_011F_04,8,女性,25691bf7-6a84-49b5-af87-50834cd235ac,25691bf7-6a84-49b5-af87-50834cd235ac,child
任鹏,男,29,已婚,高中,自由职业,无车,15分钟内,公共交通,采矿业,77,去小区公共场所,11时27分,15时0分,YSHY_10_1_008F_04,29,男性,3210303d-31af-4499-8a0c-b9c031af8edc,3210303d-31af-4499-8a0c-b9c031af8edc,teenager
肖梅,女,23,未婚,小学及以下,上班族,有车,30-60分钟,驾车,金融,1359,去工作地,7时19分,18时18分,YSHY_2_1_028F_03,23,女性,e38f5556-8201-43f5-bc8c-c650e1f4d1cc,e38f5556-8201-43f5-bc8c-c650e1f4d1cc,teenager
冯勇勋,男,39,未婚,小学及以下,自由职业,有车,60分钟以上,驾车,社会保障/公共管理,1528,去小区公共场所,11时35分,15时27分,YSHY_7_1_003F_04,39,男性,ac2fba51-225c-4978-b0f8-4d40ef5670ad,ac2fba51-225c-4978-b0f8-4d40ef5670ad,teenager
董倩梅,女,82,未婚,初中,退休,无车,15分钟内,驾车,交通运输/仓储/邮政,-1,去小区商场,9时30分,14时22分,YSHY_9_1_027F_01,82,女性,588fcf00-44c6-4476-8436-1cde07ede490,588fcf00-44c6-4476-8436-1cde07ede490,old
潘璐,女,43,未婚,小学及以下,自由职业,有车,60分钟以上,驾车,制造业,1529,去小区公共场所,11时27分,12时38分,YSHY_11_1_020F_01,43,女性,3dfa2ef5-ac73-40bc-b78c-61e2642e58da,3dfa2ef5-ac73-40bc-b78c-61e2642e58da,middle-aged
何芳,女,20,已婚,小学及以下,上班族,有车,60分钟以上,驾车,教育,1258,去工作地,7时48分,17时28分,YSHY_12_1_003F_04,20,女性,ee17fc26-845e-4d0e-bfc8-686469775bf3,ee17fc26-845e-4d0e-bfc8-686469775bf3,teenager
魏洁,女,89,已婚,初中,退休,无车,15分钟内,骑车,文化/体育/娱乐,1036,去小区商场,9时33分,14时50分,YSHY_7_1_028F_02,89,女性,192e264d-d8f9-403d-b651-6478a8de0737,192e264d-d8f9-403d-b651-6478a8de0737,old
杨纯,女,53,未婚,小学及以下,上班族,无车,15-30分钟,公共交通,教育,1530,去工作地,7时17分,18时44分,YSHY_12_1_003F_04,53,女性,10ba8da3-5023-4be6-823f-fe1cdaea2295,10ba8da3-5023-4be6-823f-fe1cdaea2295,middle-aged
梁柏斌,男,51,已婚,高中,上班族,无车,15-30分钟,驾车,制造业,78,去工作地,7时31分,18时39分,YSHY_4_1_012F_02,51,男性,6efb5de1-210b-48f6-b941-6ccdb235363b,6efb5de1-210b-48f6-b941-6ccdb235363b,middle-aged
何博凛,男,72,未婚,小学及以下,上班族,无车,15-30分钟,公共交通,卫生/公共安全,1531,去工作地,7时21分,18时40分,YSHY_4_1_014F_01,72,男性,b22515f5-2dee-478f-8af6-542284f399f5,b22515f5-2dee-478f-8af6-542284f399f5,old
曹玲,女,65,未婚,初中,退休,有车,15分钟内,驾车,批发和零售,1532,去小区商场,11时27分,16时33分,YSHY_3_1_026F_02,65,女性,491fcf01-51cc-4409-959b-e1d7470a31bc,491fcf01-51cc-4409-959b-e1d7470a31bc,old
潘婷,女,10,未婚,小学及以下,未成年学生,无车,15分钟内,公共交通,学生,1,去学校,7时29分,16时59分,YSHY_7_1_008F_02,10,女性,6b14e659-a29d-475d-8a3d-9029b81ae9f4,6b14e659-a29d-475d-8a3d-9029b81ae9f4,child
林宗松,男,50,已婚,初中,上班族,无车,15-30分钟,驾车,建筑,79,去工作地,7时56分,18时13分,YSHY_6_1_015F_01,50,男性,a5b726ce-f585-4d6d-953e-97f4c79828ad,a5b726ce-f585-4d6d-953e-97f4c79828ad,middle-aged
朱琳,女,38,未婚,小学及以下,上班族,无车,15-30分钟,其他,采矿业,999,去工作地,7时48分,19时5分,YSHY_6_1_008F_04,38,女性,ed9f69ee-4fb1-4094-832b-792a81549e5c,ed9f69ee-4fb1-4094-832b-792a81549e5c,teenager
高美,女,36,未婚,高中,上班族,无车,15-30分钟,驾车,科研,1533,去工作地,7时47分,17时27分,YSHY_4_1_004F_02,36,女性,764da682-8031-4842-9f6c-0564cac1f87d,764da682-8031-4842-9f6c-0564cac1f87d,teenager
蔡钊梓,男,32,已婚,初中,上班族,无车,30-60分钟,驾车,自然资源,80,去工作地,8时14分,17时46分,YSHY_10_1_002F_03,32,男性,bbd04e07-294d-4fad-ad77-1b72a6da6a32,bbd04e07-294d-4fad-ad77-1b72a6da6a32,teenager
郭涛,男,21,未婚,小学及以下,上班族,有车,30-60分钟,驾车,制造业,1534,去工作地,7时42分,19时41分,YSHY_11_1_013F_02,21,男性,e00ef912-f1f5-4131-9192-0f93bd487b61,e00ef912-f1f5-4131-9192-0f93bd487b61,teenager
周波,男,34,未婚,小学及以下,上班族,有车,30-60分钟,驾车,科研,1535,去工作地,7时40分,18时10分,YSHY_5_1_028F_02,34,男性,5896e2d5-408f-47bd-a3ce-15ef54ba2f5a,5896e2d5-408f-47bd-a3ce-15ef54ba2f5a,teenager
苏芳莉,女,36,未婚,小学及以下,上班族,有车,30-60分钟,驾车,批发和零售,1536,去工作地,7时50分,18时34分,YSHY_4_1_010F_01,36,女性,2258321b-3d18-456d-91cc-b72205534b17,2258321b-3d18-456d-91cc-b72205534b17,teenager
曾钊,男,15,未婚,小学及以下,未成年学生,无车,15分钟内,公共交通,学生,75,去学校,7时31分,17时31分,YSHY_3_1_027F_04,15,男性,dbe9d6de-6e0a-4d43-a084-4b1b2bd5c924,dbe9d6de-6e0a-4d43-a084-4b1b2bd5c924,child
彭纯娜,女,48,已婚,本科,自由职业,无车,15-30分钟,驾车,交通运输/仓储/邮政,36,去小区公共场所,11时25分,15时2分,YSHY_11_1_027F_03,48,女性,dd9c5704-8e31-4e80-a0db-1ac9905096ca,dd9c5704-8e31-4e80-a0db-1ac9905096ca,middle-aged
谢天,男,34,已婚,初中,自由职业,有车,15分钟内,驾车,租赁/商务服务,81,去小区公共场所,11时24分,12时44分,YSHY_12_1_014F_03,34,男性,cee66677-084e-4879-b075-dc1b6916b026,cee66677-084e-4879-b075-dc1b6916b026,teenager
蔡婷嫣,女,25,未婚,小学及以下,上班族,无车,30-60分钟,驾车,制造业,1077,去工作地,7时47分,17时51分,YSHY_9_1_015F_04,25,女性,2afc0a64-31bd-47bb-a4ec-c7cfc93fe10c,2afc0a64-31bd-47bb-a4ec-c7cfc93fe10c,teenager
周燕纯,女,87,已婚,小学及以下,退休,有车,15分钟内,驾车,信息/软件技术,1305,去小区商场,10时9分,15时22分,YSHY_11_1_020F_03,87,女性,3a9d92c1-1c18-4b22-8136-e477478c7ed2,3a9d92c1-1c18-4b22-8136-e477478c7ed2,old
王珊梅,女,55,未婚,小学及以下,退休,有车,15分钟内,公共交通,建筑,1537,去小区商场,11时14分,16时34分,YSHY_1_1_032F_01,55,女性,a522fef5-a478-401a-9b9d-de686a9ada4f,a522fef5-a478-401a-9b9d-de686a9ada4f,old
郑艳静,女,59,已婚,初中,退休,有车,15分钟内,驾车,租赁/商务服务,52,去小区商场,10时0分,14时37分,YSHY_6_1_014F_04,59,女性,524eaedc-7960-4517-87ae-6b8770c4d7f5,524eaedc-7960-4517-87ae-6b8770c4d7f5,old
罗茹萍,女,90,未婚,初中,退休,有车,15分钟内,驾车,社会保障/公共管理,1538,去小区商场,10时14分,15时0分,YSHY_9_1_018F_01,90,女性,c8ec46a1-d940-4010-8622-d996af8d2531,c8ec46a1-d940-4010-8622-d996af8d2531,old
陈紫敏,女,20,未婚,小学及以下,自由职业,无车,15-30分钟,驾车,社会保障/公共管理,12,去小区公共场所,11时25分,16时30分,YSHY_10_1_010F_01,20,女性,a646c938-7b17-479d-bc07-cf99719da111,a646c938-7b17-479d-bc07-cf99719da111,teenager
吕美萍,女,13,未婚,小学及以下,未成年学生,无车,15-30分钟,公共交通,学生,933,去学校,7时34分,17时31分,YSHY_11_1_026F_03,13,女性,c5610cbb-4c5a-4658-9c09-c343b7aec2d4,c5610cbb-4c5a-4658-9c09-c343b7aec2d4,child
黄泽,男,26,未婚,初中,上班族,有车,60分钟以上,驾车,科研,1539,去工作地,7时15分,18时16分,YSHY_9_1_013F_03,26,男性,20dc9b70-3f85-4acd-821f-7e403ffae207,20dc9b70-3f85-4acd-821f-7e403ffae207,teenager
赵嫣琳,女,2,未婚,小学及以下,未成年学生,无车,15分钟内,步行,无,237,去学校,7时35分,16时2分,YSHY_3_1_010F_01,2,女性,29f62da2-3bc6-4b3a-997c-42c1cadbc970,29f62da2-3bc6-4b3a-997c-42c1cadbc970,child
袁琳婷,女,67,未婚,小学及以下,上班族,无车,30-60分钟,驾车,教育,1540,去工作地,7时55分,17时53分,YSHY_5_1_025F_01,67,女性,9265f8eb-cb94-4b7b-a3ee-aa40b51df4bc,9265f8eb-cb94-4b7b-a3ee-aa40b51df4bc,old
宋娟,女,34,未婚,小学及以下,上班族,有车,15分钟内,公共交通,卫生/公共安全,1541,去工作地,7时27分,17时8分,YSHY_8_1_015F_02,34,女性,0dc56430-9d7d-4d77-b817-748af8f3b25c,0dc56430-9d7d-4d77-b817-748af8f3b25c,teenager
唐慧唯,女,52,已婚,小学及以下,上班族,无车,15分钟内,驾车,交通运输/仓储/邮政,1235,去工作地,7时49分,18时13分,YSHY_11_1_027F_04,52,女性,984e232b-6a92-42cc-b3a4-19890912e7a9,984e232b-6a92-42cc-b3a4-19890912e7a9,middle-aged
任涵杰,男,5,未婚,小学及以下,未成年学生,无车,15-30分钟,其他,学生,773,去学校,7时22分,16时2分,YSHY_5_1_025F_02,5,男性,50ea3f95-03b6-446a-9b0a-c96de44e8398,50ea3f95-03b6-446a-9b0a-c96de44e8398,child
苏珊,女,27,未婚,小学及以下,上班族,无车,15分钟内,驾车,交通运输/仓储/邮政,1542,去工作地,7时10分,18时48分,YSHY_8_1_013F_02,27,女性,4ee4a517-3931-4d62-a018-a3e4051ed5a1,4ee4a517-3931-4d62-a018-a3e4051ed5a1,teenager
梁超彦,男,1,未婚,小学及以下,未成年学生,无车,15分钟内,步行,无,628,去学校,7时36分,15时57分,YSHY_13_1_023F_04,1,男性,55281a51-3394-4fcb-94c0-fe2bdf858a76,55281a51-3394-4fcb-94c0-fe2bdf858a76,child
